name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Hyundai EON 1.0 Era Plus,2014,186947.1481,229999,65000,Petrol,Dealer,Manual,First Owner
Tata Safari Storme EX,2019,1076126.629,1250000,24000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,2014,677819.4625,782000,58000,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,694406.7062,780000,58000,Diesel,Dealer,Manual,Second Owner
Maruti Alto 800 LXI,2016,208161.911,245000,68000,Petrol,Dealer,Manual,First Owner
Hyundai i20 1.4 CRDi Sportz,2011,281809.0989,321000,81257,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,438349.5322,509999,44000,Diesel,Dealer,Manual,First Owner
Tata Nano CX SE,2015,92030.3797,110000,45000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,331732.5707,400000,75000,Diesel,Dealer,Manual,First Owner
Maruti Swift VXI,2013,301399.1664,370000,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,2007,151187.6282,175000,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998,816784.0203,1000000,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2013,82980.08543,92800,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,240665.5463,291000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,82937.03755,92800,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,280792.3514,335000,110000,Diesel,Individual,Manual,Third Owner
Maruti Omni 8 Seater BSIV,2013,151557.7578,170000,35000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,264243.4433,295000,10000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2019,307928.4255,375000,10000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,188168.6832,215000,70000,Petrol,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,121259.8555,150000,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXI,2003,49414.43845,60000,5000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,42421.88671,52000,120000,Petrol,Individual,Manual,Third Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,68456.8899,80000,90000,LPG,Individual,Manual,Second Owner
Maruti Alto LX,2012,113384.4602,140000,70000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2008,106255.0838,120000,90000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,92269.33339,110000,120000,Diesel,Individual,Manual,Third Owner
Tata New Safari Dicor EX 4X2 BS IV,2012,230229.8672,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Etios VD,2016,399950.516,450000,50000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7,2018,944604.8817,1150000,58000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,2018,557617.9364,650000,15000,Diesel,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2015,251538.2462,300000,60000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,2015,61053.956,73000,57000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,358350.0528,400000,87000,Diesel,Individual,Manual,Third Owner
Renault KWID 1.0 RXT Optional,2017,240333.8603,300000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AX,2012,264496.8301,300000,30000,Petrol,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,2012,382045.4399,450000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2009,167301.7808,200000,100000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2019,478108.6879,580000,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,457165.1664,550000,3917,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,156167.7397,190000,160000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XT Option,2017,382680.6511,450000,35000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2014,182958.9878,220000,70000,Petrol,Individual,Manual,First Owner
Maruti SX4 ZXI MT BSIV,2012,254392.5118,310000,69069,Petrol,Dealer,Manual,First Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,576728.5584,650000,13500,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,2014,258609.7695,300000,59059,Petrol,Dealer,Manual,First Owner
Hyundai Accent Executive,2013,170433.8307,200000,70000,Petrol,Individual,Manual,First Owner
Honda Brio S MT,2012,255520.0483,285000,39039,Petrol,Dealer,Manual,First Owner
Honda Brio Exclusive Edition,2014,276698.7835,335000,33033,Petrol,Dealer,Manual,First Owner
Hyundai Verna Transform SX VTVT,2011,322097.8161,370000,55168,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2013,304831.9728,375000,41041,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2009,205431.0958,235000,67067,Petrol,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,2013,294350.6239,345000,66066,Petrol,Dealer,Automatic,First Owner
Mahindra Quanto C8,2013,325100.5367,365000,82082,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Sportz,2014,330150.4418,400000,48000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite Plus,2015,224213.7589,250000,30000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX CRDi AT,2012,393178.9951,465000,70070,Diesel,Dealer,Automatic,First Owner
Renault KWID RXT,2017,255714.4018,300000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI 1.2 BS IV,2018,533778.8178,655000,25000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2016,295132.751,350000,30000,CNG,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.2 AT,2015,414149.7442,500000,50000,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 AT Asta,2015,406180.2433,465000,63063,Petrol,Dealer,Automatic,First Owner
Maruti Swift VDi BSIII W/ ABS,2008,234296.4139,263000,70000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2012,211862.6945,250000,90000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLE 1,1999,53342.71414,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Getz GLX,2005,58820.45772,70000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Sail Hatchback 1.2 LS,2016,214840.9942,250000,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2016,199305.2097,229999,80000,Petrol,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LS,2011,166501.1607,195000,120000,Diesel,Individual,Manual,First Owner
Datsun RediGO S,2016,221930.7576,270000,22000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2017,529543.9584,650000,140000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2014,312521.4591,370000,80000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI Optional,2016,441929.4898,509999,40000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2011,229653.7243,280000,33000,Petrol,Individual,Manual,First Owner
Maruti A-Star Vxi,2010,155672.1678,180000,40000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,266203.1272,300000,10500,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2013,346231.9552,400000,107000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz 1.2,2010,174056.8131,210000,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,2006,74545.72629,90000,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2010,183070.8821,222000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,209654.2946,240000,50000,Petrol,Individual,Manual,Second Owner
Toyota Etios Liva GD,2013,386430.4261,450000,70000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Ambiente,2017,552382.785,650000,6000,Petrol,Individual,Manual,First Owner
Hyundai Verna SX Diesel,2010,168054.4939,200000,78000,Diesel,Dealer,Manual,Second Owner
Hyundai Verna SX Diesel,2011,176416.3291,210000,72000,Diesel,Dealer,Manual,Third Owner
Tata Nano Cx BSIV,2011,66475.59559,75000,9528,Petrol,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,400551.2383,450000,135200,Diesel,Dealer,Manual,First Owner
Hyundai i20 1.2 Sportz,2011,188937.0916,220000,58000,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,286531.2413,325000,78000,Diesel,Dealer,Manual,Second Owner
Tata Zest Revotron 1.2T XE,2018,386342.6653,450000,45000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,707353.0055,825000,35000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLS,2007,102751.292,125000,76000,Petrol,Dealer,Manual,Third Owner
Mahindra Xylo D2 BS IV,2015,373432.8019,434999,100000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio SLE BSIV,2011,404276.0488,484999,99000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2009,142746.1865,175000,80000,Diesel,Individual,Manual,Third Owner
Honda Civic 1.8 S MT,2006,180840.97,220000,120000,Petrol,Individual,Manual,Third Owner
Honda BR-V i-VTEC VX MT,2020,1069679.13,1250000,1100,Petrol,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,2017,192724.6399,215000,34000,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W6 2WD,2014,528517.2328,625000,68000,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,528543.4804,615000,15000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel PS,2012,116018.7745,130000,58000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS eLX BS IV,2013,153334.4245,175000,50300,Diesel,Individual,Manual,First Owner
Tata Indigo CR4,2011,124283.6027,150000,70000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,2011,166138.8125,195000,60000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga 1.5 VDI,2020,467166.5285,550000,90000,Diesel,Individual,Manual,First Owner
Isuzu D-Max V-Cross Standard,2018,1237015.283,1500000,40000,Diesel,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,329989.489,400000,80000,Petrol,Individual,Manual,Second Owner
Nissan Kicks XV Premium D BSIV,2019,1204196.535,1350000,15000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2015,180881.6738,217000,45000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2011,234773.9531,290000,130000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018,571194.5972,700000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 Base,2014,150017.1796,175000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,478099.6985,575000,80000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2016,324344.3437,380000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIV,2013,285623.9129,350000,151624,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Optional,2012,380162.0593,450000,160000,Diesel,Individual,Manual,First Owner
Hyundai Santro AT CNG,2005,112426.1431,130000,110000,CNG,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2015,283041.7218,320000,74820,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2014,493304.0085,550000,82000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,323285.9836,370000,50000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,92164.0597,114999,70000,Petrol,Individual,Manual,Second Owner
Ford Ecosport Sports Petrol,2020,886399.4854,1100000,1000,Petrol,Individual,Manual,First Owner
Hyundai Tucson CRDi,2006,149638.3582,170000,170000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2008,71784.16514,80000,150000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,789211.5556,950000,17000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,375976.2399,425000,150000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2015,444994.7808,500000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG eRLX Euro III,2005,59384.21157,70000,170000,Petrol,Individual,Manual,Third Owner
Honda Amaze S i-Dtech,2013,299983.1544,349000,120000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Sportz,2012,279876.1407,330000,90000,Petrol,Individual,Manual,Third Owner
Hyundai Santro Xing GLS,2010,107445.9589,120000,90000,Petrol,Individual,Manual,Third Owner
Hyundai Verna 1.6 SX CRDi (O),2013,357740.3036,430000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2014,347860.4911,390000,90000,Diesel,Individual,Manual,First Owner
Nissan Micra Diesel XV Primo,2012,189554.2248,225000,129000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,297617.7542,350000,186000,Diesel,Individual,Automatic,Second Owner
Tata Sumo LX,2009,89415.30703,100000,66778,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2014,160784.8481,190000,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz 1.4 CRDi,2014,277339.2828,315000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Magna,2015,242068.9219,300000,60000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,2016,246902.4874,280000,40000,Petrol,Individual,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1424868.097,1650000,55000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,2015,251069.8838,295000,21000,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,2012,1661927.376,2050000,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,2018,1238995.362,1475000,11700,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2017,930856.4333,1100000,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3587396.262,4400000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift ZXI BSIV,2016,552821.4609,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,633421.5037,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,646887.8205,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen Polo GTI,2017,709632.3396,850000,20000,Petrol,Dealer,Automatic,Second Owner
Renault Pulse RxL,2015,340436.2038,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Celerio VXI AMT BSIV,2016,383063.8037,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda Brio V MT,2014,369980.2258,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,659282.4782,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,2015,951724.5322,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda City i VTEC V,2015,651917.7965,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2019,581879.6175,720000,3000,Petrol,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 GX AT,2018,1488462.922,1725000,23974,Diesel,Dealer,Automatic,Second Owner
Tata Tiago 1.2 Revotron XZ,2018,475278.8928,539000,10000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI,2017,359365.4322,420000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni E 8 Str STD,2001,75258.24057,85000,70000,Petrol,Individual,Manual,Third Owner
OpelCorsa 1.6Gls,2004,122690.9972,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai EON D Lite,2014,147584.617,180000,76000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,333010.9538,400000,120000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,289642.5266,360000,170000,Diesel,Individual,Automatic,Third Owner
Hyundai Santro Xing XG,2003,74740.27437,85000,110000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2016,303970.8601,350000,63400,Petrol,Individual,Manual,First Owner
Datsun GO Plus T BSIV,2015,310461.1448,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2009,113196.8779,140000,80000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI BS IV,2012,179841.9875,200000,90000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL,2011,128728.2378,150000,157000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,127981.2387,150000,80000,Diesel,Individual,Manual,Second Owner
Maruti 800 Std BSII,2006,76027.31996,90000,40000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 2WD,2007,253804.2903,300000,100000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,2017,236528.7839,280000,50000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,175771.0403,200000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,95970.76457,110000,38500,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2008,114538.7686,140000,103921,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 EX Diesel,2020,853136.9342,1050000,10000,Diesel,Individual,Manual,First Owner
Honda City i-VTEC VX,2018,1027574.622,1150000,14825,Petrol,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,2016,812615.0734,910000,43377,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2010,139189.244,160000,102307,Diesel,Dealer,Manual,First Owner
Maruti Zen LX,2004,93698.55714,105000,79000,Petrol,Individual,Manual,Second Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,969469.5454,1200000,135000,Diesel,Individual,Automatic,Third Owner
Renault KWID 1.0 RXT Optional,2018,251338.6372,300000,10500,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2004,56787.76481,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel,2012,134983.3968,160000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,137278.8556,160000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,2013,190827.2521,225000,80000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,641930.3916,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City 1.3 EXI,2002,121353.5119,145000,100000,Petrol,Individual,Manual,First Owner
Honda City i-VTEC ZX,2018,1054277.183,1200000,29600,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,798570.5116,930000,20000,Diesel,Individual,Manual,First Owner
Hyundai EON D Lite,2016,183129.4527,210000,30000,Petrol,Individual,Manual,First Owner
Hyundai Getz 1.5 CRDi GVS,2008,98794.51408,110000,154000,Diesel,Individual,Manual,Third Owner
Maruti Swift LXI,2011,147571.4339,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,775281.911,950000,15000,Diesel,Individual,Automatic,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2017,532102.4173,650000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2019,465524.9527,550000,51000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2008,71714.45557,85000,120000,Petrol,Individual,Manual,Second Owner
Maruti Celerio LXI MT BSIV,2019,284998.3622,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,725245.3989,825000,13500,Diesel,Individual,Manual,First Owner
Toyota Etios 1.5 V,2016,428095.9437,509999,35000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,364124.7293,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3073654.854,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1398728.743,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4315891.14,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,431060.9317,535000,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,187612.4634,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,442418.7322,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,570595.1343,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,527081.3916,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,455396.7556,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,202847.6286,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2313937.422,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,618879.7692,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,184060.2917,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1057940.496,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,71486.04276,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,311368.0702,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,624101.6366,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,520130.1001,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,387290.8586,450000,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3113637.133,3800000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1300979.173,1580000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4295888.15,4950000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,456062.1662,535000,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,195096.0809,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,479855.1938,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,559011.6211,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,545251.7587,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,436996.524,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,199042.9524,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2183813.774,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,602730.6078,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,196643.9857,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1116693.483,1300000,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,70766.11372,80000,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,333839.784,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,643929.4164,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,538093.7308,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,525401.9346,650000,70000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2011,118619.1271,140000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011,121574.7542,150000,70000,Petrol,Individual,Manual,First Owner
Datsun GO Plus A Option Petrol,2018,394305.3877,450000,10000,Petrol,Individual,Manual,Second Owner
Hyundai Accent CRDi,2006,152101.4871,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner
Renault KWID 1.0 RXT Optional,2017,322635.6486,400000,60000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2016,254010.9332,300000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 Base,2012,212338.196,250000,8000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XM,2019,403983.6993,500000,10000,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,2002,71480.16909,85000,100000,Diesel,Individual,Manual,Third Owner
Nissan Sunny Diesel XL,2012,244995.3476,300000,110000,Diesel,Individual,Manual,First Owner
Hyundai Santro GS,2005,71488.5299,80000,56580,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 AT W8 FWD,2015,638196.5128,740000,45000,Diesel,Dealer,Automatic,First Owner
Hyundai Santro Xing XG,2005,56870.45218,70000,68500,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz AMT,2019,417463.9915,484999,5007,Petrol,Dealer,Automatic,First Owner
Nissan Micra Active XV S,2013,135860.2798,164000,30000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,2008,119235.3209,140000,70000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Elegance,2011,799821.2583,999000,49600,Diesel,Dealer,Automatic,First Owner
Maruti Alto LXI,2005,49020.17111,56000,23000,Petrol,Individual,Manual,Second Owner
BMW 7 Series 730Ld,2006,898315.5094,1050000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Verna 1.6 VTVT,2010,167080.5369,190000,38000,Petrol,Dealer,Manual,First Owner
Audi Q5 3.0 TDI Quattro Technology,2018,3293698.265,3899000,22000,Diesel,Dealer,Automatic,First Owner
Hyundai i10 Sportz 1.2,2011,198441.3127,235000,43100,Petrol,Dealer,Manual,First Owner
Datsun GO Plus T,2017,307291.456,350000,10171,Petrol,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,399417.084,465000,41123,Diesel,Dealer,Manual,First Owner
Toyota Camry Hybrid 2.5,2017,1665977.219,1900000,20118,Petrol,Dealer,Automatic,First Owner
Honda City i DTec SV,2014,371770.9198,450000,40000,Diesel,Dealer,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline,2015,703624.9154,790000,52517,Diesel,Dealer,Manual,First Owner
Mahindra Marazzo M2 8Str,2019,742943.175,900000,20000,Diesel,Individual,Manual,First Owner
